title,artist,first
"Anna, You're A Bim",Ken Johnson,2007-02-25
Everything She Eats,Ken Johnson,1985-08-18
Watchin'  24,Ken Johnson,2014-06-21
We Are The Worms,Ken Johnson [only intro played due to alleged copyright violation],1986-01-05
Bag Boy,Ken Johnson & Jim Tofte,1986-05-11
Give Me The Carass Of Ernie Banks,Ken Johnson & Jim Tofte,1993-01-31
I Wanna Be Bill Cosby,Ken Johnson & Jim Tofte,1986-08-03
Major Connie (First Cow In Space),Ken Johnson & Jim Tofte,1986-11-23
Tales From Mother Bruce,Ken Johnson & Jim Tofte,1987-01-11
Tales Of Mother Bruce,Ken Johnson & Jim Tofte,1986-11-16
Terrorism,Ken Johnson & Jim Tofte,1986-04-13
The Vanderhalen Brothers Medley,Ken Johnson & Jim Tofte,1986-05-18
Uecker,Ken Johnson & Jim Tofte,1987-08-16
Vanderhalen Bros. Medley,Ken Johnson & Jim Tofte,1986-05-18
You Give God A Bad Name,Ken Johnson & Jim Tofte,1987-04-05
Give Me The Carcass Of Ernie Banks,Ken Johnson & Jim Toftee,1993-02-14
Acid Test,Ken Kesey,1987-03-22
1965 Acid Test poetry,Ken Kesey & His Merry Pranksters,1996-06-23
Acid Test,Ken Kesey & His Merry Pranksters,1999-11-07
The Lone Star Trail,Ken Maynard,1993-05-23
Paraquat Song,Ken Metcalf & Mike Ferlita,1978-05-07
Fred The Head,Ken Morrison Ensemble,1978-05-28
"Mama, That Man Is Here Again",Ken Murray,1979-03-18
"Mama, That Man Is Here Again",Ken Murray & Oswald,1979-04-08
"Mama, That Man Is Here Again #2",Ken Murray & Oswald,1975-01-12
Adult Kindergarten,Ken Nordine,2019-02-23
Bullfighter,Ken Nordine,1975-08-31
Down The Drain,Ken Nordine,1988-09-18
Flibberty Jib,Ken Nordine,1990-05-06
Hunger Is From,Ken Nordine,1997-03-16
I Love A Groove,Ken Nordine,1992-04-19
I Used To Think My Right Hand Was Uglier Than My Left,Ken Nordine,1989-06-18
Levis spot,Ken Nordine,2019-02-23
Looks Like It's Going To Rain,Ken Nordine,2015-11-14
Looks Like Rain,Ken Nordine,1982-06-13
My Baby,Ken Nordine,2014-03-22
Original Sin,Ken Nordine,1983-01-16
Purple,Ken Nordine,2024-08-17
Smerd,Ken Nordine,1980-07-13
So And So,Ken Nordine,1975-03-09
Sound Museum,Ken Nordine,1973-07-15
The Vidiot,Ken Nordine,1998-06-07
What Time Is It?,Ken Nordine,1994-08-21
Yellow,Ken Nordine,2013-06-01
What Time Is It?,Ken Nordine & The Fred Katz Group,2025-07-12
I Love A Groove,Ken Nordine w/ Jerry Garcia & David Grisman,1992-03-22
Oogie Boogie's Song,Ken Page,2019-10-19
Ballad Of Morris The Cat,Ken Turetzky,2011-08-20
I'll Get Old And Die,Ken Turetzky,2007-11-18
My Fat Ass Itches,Ken Turetzky,2014-06-14
request,"Kenan? Hughes from Mount Perry, OH",1985-05-05
I Got Beers,Kenneth Keith Kallenback,2023-01-21
Takin' Care Of Business,Kenneth Mars as  Henry The First,2011-03-12
Nicholas,Kenneth Rexroth,1982-06-13
The Marrow Song,Kenneth Williams,2016-02-27
The Sound Of Children,Kenneth Williams,1981-02-15
The Elephant Hop,Kenny Adams,2009-05-24
Midnight In Moscow,Kenny Ball & His Jazzmen,1971-12-18
Dragnet Polka,Kenny Bass,2007-04-01
"Weach For The Wafter, Santa",Kenny Bowers,1995-12-10
"Weach For The Wafter, Santa",Kenny Bowers w/ Jimmy Carroll & His Orchestra,1995-12-10
Your Ma Said You Cried In Your Sleep Last Night,Kenny Dino,1972-09-24
"Eat Me, I'm A Danish",Kenny Hollywood,1995-07-16
Young Love,Kenny Laursen,1987-05-31
Flora,Kenny Moore,1998-04-19
The Shortest Song In The World,Kenny Price,1999-08-08
"Dorsey, The Mail-Carrying Dog",Kenny Rogers & The First Edition,1980-04-27
The Boys Room,Kenny Solms & Gail Parent,1989-09-10
"186,000 Miles A Second",Kenny Young & The Eggplants,2002-09-29
Double Bubble Day,Kenny Young & The Eggplants,2006-11-12
Eddie's Apartment,Kenny Young & the Eggplants,1998-02-08
Mommy Is A Lawyer,Kenny Young & The Eggplants,1992-05-31
Monster Hit Record,Kenny Young & The Eggplants,2017-07-15
Randolph Got A Haircut,Kenny Young & The Eggplants,1999-03-14
The House At Creepy Lake,Kenny Young & The Eggplants,2016-10-22
Toxic Swamp,Kenny Young & The Eggplants,1998-07-19
Ben Franklin Said It,Kent Fox,1981-09-27
Twisted Undies,Kerin Gedge,2007-11-04
Happy Feet,Kermit (from The Muppet Show),1978-10-15
I Hope That Somethin' Better Comes Along,Kermit & Rowlf (Jim Henson),2015-05-16
Rock Around The Blooper,Kermit Schaefer,1976-07-25
Rock Around The Blooper,Kermit Schafer,1976-10-10
Rock Around The Blooper 1,Kermit Shafer,1976-06-27
Being Green,Kermit The Frog,1978-03-12
Disco Frog,Kermit The Frog,2022-10-15
Bein' Green,Kermit The Frog (Jim Henson),1996-03-17
Green,Kermit The Frog (Jim Henson),1996-02-25
Bein' Green,Kermit the Frog (Steve Whitmire) w/ Jimmy Fallon,2014-09-20
Celebrity Hockey,Kevin  Dizzy  Deem,1993-05-30
Celebrity Hockey,Kevin  Dizzy  Diehm,1993-05-16
"Fries, Fries, Fries",Kevin & Curt,2007-02-18
Persian Gulf Properties,Kevin Ballentine,1990-09-02
Hey Santa Claus,Kevin Bloody Wilson,2013-12-07
Ho Ho Fucking Ho,Kevin Bloody Wilson,2010-12-18
"Mick, Me Mate, The Master Farter",Kevin Bloody Wilson,2020-09-12
That Fuckin' Cat's Back,Kevin Bloody Wilson,2011-08-20
Monkey With A Typewriter,Kevin Burke's Open House,2020-09-19
Poor Old Rover,Kevin Gershan,1974-08-11
Poor Old Rover,Kevin Gershin(?),1974-02-03
I'm Looking Over My Dead Dog Rover,Kevin Gershon,1973-09-09
The Beach Of Redondo,Kevin Harkins,1979-11-04
I Can't Tell Big Lies,Kevin Hart,2014-02-01
Two Eyes On The One Side Of His Head,Kevin Jones,2000-05-07
Man In Blue (The Policeman's Rap),Kevin Jordan,1985-06-02
The Spirits Of Christmas,Kevin Kline from Bob's Burgers,2019-12-14
Bicycle Asshole/Your Children Are Assholes,Kevin Loy,2019-01-19
Take This Job And Shove It,Kevin Matthews,1989-01-15
Star Wars Vs. Santa Claus,Kevin Meagher,1987-11-29
Here Comes The Ice Cream Bunny,Kevin Murphy,2015-12-12
Expressway Song,Kevin Orr,1990-09-23
PMS/EGO,Kevin Orr,1990-11-25
Johnny Passed Away,Kevin Parker,1985-03-24
Jingle Bells,Kevin Parr?,1978-10-01
Dare To Be Stupid,"Kevin Peck & friends from Addison, IL",1986-02-09
The Grope,Kevin Roll,2010-12-04
Fat Tulip's Garden Ending,Kevin Stoney,2015-11-07
If I Was Your Poodle,Kevyn Dymond,1980-11-30
Normal,Kevyn Dymond,1981-07-26
Parts,Kevyn Dymond,1981-02-08
Three Idiots I,Kevyn Dymond,1984-09-16
Glitter Puke,Key Of Awe$ome,2016-04-23
Me Want Bite,Keyes,2021-02-06
Do Ya Think I'm Sexy,KGB Chicken,1983-09-25
I Draw The Line,Khadafy Duck,1986-03-30
Chinese If You Please,Khanfusion,1990-04-01
I Wanna Be Normal,Kid America,1982-10-24
Like Irregular Chickens,Kid Koala,2015-02-28
Et La Bas,Kid Ory,1973-02-04
Rockin' This Joint Tonight,Kid Thomas,1972-10-15
In The Old County Jail,Kiddoodlers,1973-06-03
In The Old County Jail,Kidoodlers,1980-03-16
Daves I Know,Kids In The Hall,2022-06-18
Terriers,Kids In The Hall,2022-04-16
I Turned You Gay,Kill The Band,2012-09-29
See Something Say Something (The War On Tourism),Kill The Band,2014-01-04
Pocket Pool,Killer Pussy,2011-02-06
Teenage Enema Nurses In Bondage,Killer Pussy,1994-08-28
Raider Love,Killer Records,1991-01-13
Teenage Vampire,Killing Miranda,2006-10-22
Bitchy Resting Face,Killy Dwyer,2016-02-27
The Long Pig,Killy Dwyer,2018-05-26
Bette Davis Eyes,Kim Carnes,1998-05-10
Sunset Boulevard,Kim Fowley,1979-05-20
The Trip,Kim Fowley,1996-06-23
They're Coming To Take Me Away,Kim Fowley,1977-02-27
"They're Coming To Take Me Away, Ha-Haaa!",Kim Fowley,1972-11-12
Kids In America,Kim Wilde,1982-07-04
Haisai Ojisan Marufuku,Kina Shokichi & Champloos,2024-01-13
Ballad Of Jerry Lawler,King  Jerry Lawler,1982-08-22
Schwinn 24,King Arthur & The Carrots,1994-07-31
"Hardly, Part III",King Bees,1978-06-04
Nature Boy,King Cole,2016-01-30
Route 66,King Cole Trio,1982-06-06
Elephant Talk,King Crimson,1982-02-14
Short Dresses,King David & The Parables w/ Jay Jay Cameron,1976-04-04
Zombie Jamboree,King Flash & The Calypso Carnival,1999-10-24
Die Santa Die,King Kohn,2011-12-10
Big Bad Cadillac,King Lizard,1972-04-16
Cheesecake Truck,King Missile,2019-03-16
Detachable Penis,King Missile,1998-04-12
Hemophiliac Of Love,King Missile,2017-02-11
Jesus Was Way Cool,King Missile,1995-01-29
Part Two,King Missile,2019-03-16
Take Stuff From Work,King Missile,2023-03-25
The Boy Who Ate Lasagna And Could Jump Over A Church,King Missile,2019-03-16
Call Of The Freaks,King Oliver,1972-12-17
Freakish Light Blues,King Oliver,1982-05-02
Too Late,King Oliver,1983-02-20
Wa Wa Wa,King Oliver,1979-08-26
Weather Bird Rag,King Oliver,1981-06-07
I Watched A Day Of Television,King Penguin,1986-03-23
Animal Song,King Perry,1979-11-18
Sarah,King Perry & his band,1978-10-01
The Animal Song,King Perry & His Pied Pipers,1993-01-17
The Animal Song,King Perry & The Pied Pipers,1993-01-31
The Animal Song,King Perry's Pied Pipers,1981-02-01
Moody's Mood For Love,King Pleasure,1973-12-16
E Falabe Lewe,King Sunny Ade,1982-12-12
Sunny Ti De Ariya,King Sunny Ade,1982-11-21
Doo Wah Diddy Diddy,King Uszniewicz & His Uszniewicztones,2019-01-26
Woo Hoo,King Uzniewicz & The Uzniewichtones,2017-01-28
G'wan Home Yer Mudder's Callin',King's Jesters,1973-05-13
"It's Noisy Out in Boise, Idaho",King's Jesters,1975-08-17
Sepulveda,King's Jesters,1989-03-05
The Fly Outflew The Flea,King's Jesters,1976-02-15
Creole Love Call,King's Singers,1991-03-31
Every Beaver Builds A Dam,KingCon,2014-11-22
Back To The Farm,Kingdom,1971-02-11
Everybody's Had The Blues,Kingdom,1971-05-30
Prelude,Kingdom,2025-10-04
Seven Fathoms Deep,Kingdom,1981-04-05
"Waiting, Hesitating",Kingdom,1980-03-30
A Merry Minuet,Kingston Trio,1981-04-05
With Her Head Tucked Underneath Her Arm,Kingston Trio,1981-02-08
Love Those Snails,Kinkajous,1989-05-28
Ahab The Arab,Kinky Friedman,1976-12-12
Asshole From El Paso,Kinky Friedman,2024-07-13
Get Your Biscuits In The Oven,Kinky Friedman,1977-06-12
Get Your Biscuits In The Oven And Your Buns In The Bed,Kinky Friedman,1997-01-05
Homo Erectus,Kinky Friedman,1993-04-25
Kinky,Kinky Friedman,1977-02-13
Ol' Ben Lucas,Kinky Friedman,1987-08-30
They Ain't Makin' Jews Like Jesus Anymore,Kinky Friedman,1980-09-28
They Ain't Makin' Jews Likes Jesus Anymore,Kinky Friedman,1978-01-01
Old Ben Lucas,Kinky Friedman (w/ Eric Clapton),1999-04-25
Homo Erectus,Kinky Friedman & His Texas Jewboys [briefly slowed down near begin],1977-08-14
Get Your Biscuits In The Oven,Kinky Friedman & The Texas Jewboys,1996-11-10
Old Ben Lucas,Kinky Friedman w/ Eric Clapton,1996-03-31
A State Of The Humor Address,Kip Addotta,2024-08-24
Big Cock-Roach,Kip Addotta,1999-08-29
Dieting,Kip Addotta,1995-02-19
Forced To Have Sex With An Alien,Kip Addotta,2014-10-11
Gemini's,Kip Addotta,1984-12-16
Hung Over All Over Again,Kip Addotta,1986-04-27
I Saw Daddy Kissing Santa Claus,Kip Addotta,1998-12-13
I'm So Miserable Without You (It's Just Like Having You Around),Kip Addotta,1985-05-19
It's The Liquor,Kip Addotta,1986-06-01
Life In The Slaw Lane,Kip Addotta,1999-02-21
standup routine,Kip Addotta,2024-08-24
Weight Gain/Dog Food,Kip Addotta,1993-02-07
Wet Dream,Kip Addotta,1999-12-26
White Boy Rapp,Kip Addotta,2024-08-24
Hang My Mirror On The Wall And Use My Blades For Shavin',Kip Attaway,1990-05-27
More Bounce To The Ounce,Kirby Allan,1977-09-25
(I Wanna) Social Distance With You,Kirby Krackle,2025-09-20
Churros,Kirby Krackle,2016-01-02
Comic Shop,Kirby Krackle,2011-08-20
Dancing Baby Groot,Kirby Krackle,2015-06-13
Goin' Home,Kirby Krackle,2010-07-24
Going Home,Kirby Krackle,2010-05-02
Great Lakes Avengers,Kirby Krackle,2022-02-05
Naked Wii,Kirby Krackle,2009-11-22
Ring Capacity,Kirby Krackle,2021-01-23
Roll Over,Kirby Krackle,2010-07-31
Take Me To Brunch,Kirby Krackle,2015-12-26
Villain Song,Kirby Krackle,2009-08-30
Baby It's Cold Outside (Hoth Version),Kirby Krackle f/ The Doubleclicks,2020-11-21
God Bless Archie Bunker (Archie Bunker For President),Kirby Stone & The Ethnic Family,1992-11-01
It's A Really Big Show Tonight,Kirby Stone Four w/ Ed Sullivan,1992-12-27
Kids,Kirby Stone Trio,1981-05-17
A Whale Of A Tale,Kirk Douglas,1973-02-11
In These Shoes?,Kirsty MacColl,2013-09-07
Too Darn Hot,Kiss Me Kate Original Broadway Cast,1992-08-09
"Another Op'nin', Another Show",Kiss Me Kate Original Broadway Cast [not on aircheck],1971-01-28
Brush Up Your Shakespeare,Kiss Me Kate original cast,1981-08-09
Too Darn Hot,Kiss Me Kate original cast,1983-07-31
(The Lonely Man),"Kit from Salt Lake City, UT",1983-04-03
My Telephone,Kit Watkins,1983-02-20
Devil's Ride,Kitsyke Will,2009-09-27
A Knightrider Christmas,Kitt The Amazing Car Of Tomorrow,1986-12-14
Grandma Sells My Panties On eBay,Kitten On The Keys,2005-10-02
Kitty Anarchy,Kitten On The Keys,2005-10-02
I Hate Cats,Kitty & The Catatonics,1983-05-22
Ballad Of The Rat,Kitty Klutcher (Phil Solis),1980-11-16
Little Droid Man,Kitty Plague,2016-09-24
Carol Of The Bells,"Kitty Stallings, The Laughing Christmas Elf",2001-12-23
Frosty The Snowman,"Kitty Stallings, The Laughing Christmas Elf",2002-12-15
It Wasn't God Who Made Honky Tonk Angels,Kitty Wells,1984-04-15
Ya Bref Stank,KJ Five-Two,2024-02-24
Fart In An Elevator,KJV Presents,2022-04-09
The Cat Took My Balls,KJV Presents,2007-11-04
Calling Occupants Of Interplanetary Craft,Klaatu,1977-04-10
Calling Occupants Of Interplanetary Crap,Klaatu,1977-04-10
Helft!,Klaus Beyer,2019-01-19
Where's The Cap'n,Klaus Beyer,2012-07-28
Rock Around The Danube,Klaus Hammerschmidt & His Heidelberg Hepcats,2020-03-21
"Ding Dong, The Witch Is Dead",Klaus Nomi,2022-07-16
Lightning Strikes,Klaus Nomi,2022-11-12
He's Stuck In The Chimney Again,Klea Blackhurst,2020-12-19
Losing My Lighter,Klipspringer,2007-09-16
Stand By Meese,KLSX Morning Show,1988-04-03
Stop The Bullet,Knowles Bros.,1982-11-28
(Time To) Get Demented,Knuckleheadz,2025-09-20
Brush Your Teeth And Go To Sleep,Knuckleheadz,2023-12-30
Doo Doo Def,Knuckleheadz,2022-02-26
Fart Cuz It's Funny,Knuckleheadz,2023-11-25
Lazy Day,Knuckleheadz,2021-12-25
Party Witcha Parents,Knuckleheadz,2023-12-30
I Wanna Be A Teen Titan,Knuckleheadz w/ Stimulator Jones,2021-12-25
The Spirit Of Notre Dame,Knute Rockne & team,1982-10-17
Brett,Kobi LaCroix,2009-09-20
I Have A Tuba,Kobi LaCroix,2016-04-09
IHOP,Kobi LaCroix,2009-11-22
The Peddler: A Half-Assed Translation,Kobi LaCroix,2013-02-16
We Are The Vikings,Kobi LaCroix,2010-11-13
Linin' Track,"Koerner, Ray & Glover",1971-01-28
Sun's Wail,"Koerner, Ray & Glover",1971-01-28
Butt Worms,Koit,2022-05-14
Chicken Ribs,Koka Media,1990-09-23
Milk Cow Blues,Kokomo Arnold,1972-02-06
Old Original Kokomo Blues,Kokomo Arnold,1973-03-04
Fantasy Song,Kokonuts,1977-04-03
Wino Roll,Kokonuts,1978-11-05
Ivan Drago,Komrades Oppression Group,2014-08-30
King Kong,Kong's Freunde,1977-04-24
Go See The Doctor,Kool Moe Dee,1987-05-24
Coffee With The Meal,Koralites,1974-12-01
Hickory Dickory Dock,Koralites,1975-04-06
Little Billee,Koralites,1975-04-06
Little Billie,Koralites,1975-04-27
Pari-mutuels,Koralites,1974-12-01
Strange Case Of The Pleasing Taxi Driver,Koralites,1974-12-01
Since They Stole The Spitoon,Korn Kobblers,1980-03-23
Since They Stole The Spittoon,Korn Kobblers,1974-10-27
Why Did I Teach My Girl To Drive,Korn Kobblers,2015-04-11
Proud To Be A Stoner,Kottonmouth Kings,2012-03-10
The Munchies,Kottonmouth Kings,2011-11-12
Kiss Your Harmonica Goodbye,Koubiac,2011-04-30
Pocket Calculator,Kraftwerk,1998-05-10
A Wellerboy Named Sue,Krazy Dan B,2022-06-25
The Dark Knight,Krazy Dan B,2022-11-26
Break That Record,"Kris Armantrout & Christy Wallace from Waterloo, IA",1990-01-21
Halloween,Krispy Kreme,2012-10-27
Mammary Glands,Kristen Lems,1989-09-17
Mammary Glands,Kristen Lems & Her Alabama Rascals,1977-10-23
Mammary Glands,Kristen Lems & The Alabama Rascals,1977-10-30
Bad TV,Kristin Key,2013-07-27
The Airport Security Song,Kristin Key,2010-03-14
Days Of The Theocracy,Kristin Lems,1981-06-21
Mammary Glands,Kristin Lems,1999-10-10
The 50's Sound,Kristin Lems,1979-03-04
Who Knows Where My Money Goes,Kristin Lems,2016-08-27
Mammary Glands,Kristin Lems & The Alabama Rascals,1996-11-10
Mammary Glands,Kristin Lems w/ The Alabama Rascals,1996-06-02
"Chrissy, My Little Chromosexual",Kristy Vant,1995-02-26
"Krissy, My Little Chromosexual",Kristy Vant,1982-05-16
"Chrissy, My Little Chromosexual",Kristy Vant/Pendleton Brown,1991-04-21
Purple Haze,Kronos Quartet,1989-09-17
No More Sunshine,Krooked K,2005-04-17
Play (Video Games),Krooked K,2006-03-12
Silo Inferno,Krooked K,2019-09-14
The Geezer Song,Krooked K,2005-10-02
I Wanna Wreck It With You,KRSP Dawn Patrol (Rock 103),1987-03-29
Break That Record,Krypton,1990-01-21
G-String,Krypton,1988-01-03
Hangover,Krypton,1999-09-19
Let's Blow Up The Tow Truck,Krypton,1999-11-28
Lethal Injection,Krypton,1989-08-13
My Ding-A-Ling,Krypton,1989-08-13
Too Young To Drink,Krypton,1990-05-27
A Kuklapolitan Christmas,"Kukla, Fran & Ollie",1974-12-22
All Hail Television,"Kukla, Fran & Ollie",2023-03-04
Deck The Halls,"Kukla, Fran & Ollie",1990-12-23
"Deck The Halls, etc.","Kukla, Fran & Ollie",1976-12-19
Joy To The World,"Kukla, Fran & Ollie",2023-12-23
"Kukla, Frahn & Oh-lie","Kukla, Fran & Ollie",1974-07-14
"Kukla, Fran & Ohlee","Kukla, Fran & Ollie",1972-11-05
Medley,"Kukla, Fran & Ollie",1977-02-20
Medley: Here We Are/Mr. K. and Mr. O./Hello Cutie,"Kukla, Fran & Ollie",1985-12-08
"Kukla, Fran And Ollie","Kukla, Fran, & Ollie",1973-01-28
Playing Games With Your Heart,Kung-Fu Grip,1998-09-20
Vowel Movements,Kung-Fu Grip,1998-06-28
Beans,Kurt Cobain,2015-10-17
My Dog Jesus,Kurt Fortmeyer,2016-08-20
The One Hundred Letter Word,Kurt Fortmeyer,2009-11-08
Moritat,Kurt Gerron,1983-01-16
I Love Me,Kurt Valore,1988-04-17
Basketball,Kurtis Blow,1985-05-12
If You're A Viper,Kweskin Jug Band,1974-05-05
(The Little Baby) Fall Down And Go Boom,Kwiffs,1996-01-07
Bob From Accounting,Kyle A. Carrozza,1995-10-08
The Lonely Jew On Christmas,Kyle Broflofski w/ Special Celebrity Guest,2015-12-19
The Lonely Jew On Christmas,Kyle Broflowski & guest,2012-12-22
Bob From Accounting,Kyle Carrozza,1996-01-14
Boomerang,Kyle Kimbrough,1975-11-23
Don't Eat The Special,Kyle L. Wulle,1998-01-04
Buttafuoco And I Know,L. A. Lolita,1993-05-16
Armin' Myself For Armageddon,L. B. Naylor,1988-03-20
Cigarette Police,L. George Daniels,1988-04-24
I Bought My Little Brother A Chemistry Set,L. J. Bugerbee,1982-02-21
Gay Love,L. Levin w/ Leo Reisman orch.,1973-08-19
Dead Girls Of London,L. Shankar,1979-09-30
La La Blues,La La Laverne,1970-11-19
Disaster Man,LA River Catz,2017-04-29
"Where Have You Been, Binney Boy",LA RiverCatz,2008-03-23
I'm A Bum,Lack Of Restraint,1988-03-13
Wild Turkey,Lacy J. Dalton,1982-02-07
I Love Sausage Rolls,LadBaby,2020-04-04
We Built This City On Sausage Rolls,LadBaby,2022-07-30
In Russia,Ladda Howard,1992-04-05
Obese Man,Ladmo Trio,1995-08-27
Run For Your Life,Ladmo Trio,1978-08-20
Siamese Cat Song,Lady And The Tramp soundtrack,1980-01-06
Unomathemba,Ladysmith Black Mambazo,2013-05-18
Carol Of The Bells,Laffy (Kitty Stallings),2007-12-09
Deck The Halls,Laffy (Kitty Stallings),2006-12-17
Jingle Bells,Laffy (Kitty Stallings),2005-12-18
Jingle Bells/Feliz Navidad,Laffy (Kitty Stallings),2004-12-05
The Twelve Days Of Christmas,Laffy (Kitty Stallings),2004-12-19
We Wish You A Merry Christmas,Laffy (Kitty Stallings),2014-12-06
Mr. Coffee,Lagwagon,2015-03-21
Pancho Lopez,Lala Guerrero,1979-11-11
Irish Ballad,Lalla Rookh,2014-09-20
Pound Dog,Lalo  Pancho Lopez  Guerrero,1980-09-14
Gringo,Lalo Guerrero,1974-01-13
La Cucaracha/Marijuana Boogie,Lalo Guerrero,1978-09-17
Marahuana Boogie,Lalo Guerrero,1977-03-13
Marijuana Boogie,Lalo Guerrero,1973-10-21
Mickey Mouse Mambo,Lalo Guerrero,1988-11-20
Ole' Fernando,Lalo Guerrero,1981-08-30
Pancho Claus,Lalo Guerrero,1975-12-21
Pancho Lopez,Lalo Guerrero,1994-04-03
Tacos For Two,Lalo Guerrero,1999-05-02
Take Me Out To The Bullfight,Lalo Guerrero,1975-09-07
I Can Always Find A Little Sunshine In The YMCA,Lambert Murphy/Orpheus Quartet,1979-01-07
Cloudburst,"Lambert, Hendricks & Ross",1980-01-27
Deck the Halls With Boston Charlie,"Lambert, Hendricks & Ross",1981-12-06
Deck Us All With Boston Charlie,"Lambert, Hendricks & Ross",1982-12-19
Halloween Spooks,"Lambert, Hendricks & Ross",1995-10-22
Jackie,"Lambert, Hendricks & Ross",1981-11-22
Twisted,"Lambert, Hendricks & Ross",1999-05-23
Gimme That Wine,"Lambert, Hendricks, & Ross",1993-09-26
Buzzards In Love,Lance Brown,1986-02-16
Slam/Square Dance,Lance Brown,1984-12-09
Soap On A Rope,Lance Brown,1985-12-22
They Had A Merry Christmas,Lance Brown,1988-12-25
Buzzards In Love,Lance Brown & The Turkey Buzzard Sing-Along Chorus,1990-06-03
Soap On A Rope,Lance Brown w/ Uncle Steve & The Relatives,1987-12-20
Lookin' Like Somethin' That Ain't,Lance Rentzel,1971-04-22
Looking Like Something That Ain't,Lance Rentzell,1972-10-29
California Summertime,Lance Romance,1978-07-16
California Sunshine,Lance Romance,1974-07-21
No Smoking,Landry & Biener,1998-01-25
Snits,Landry & Biener,1989-05-21
Boppin' In A Sack,Lane Brothers,1979-01-14
Women In Mini-Vans,Lane from Maine,1999-11-07
Shake It And Break It,Lanin's Southern Serenaders,1980-02-03
I Don't Want To Leave Without You Cryin',Lanny Gold,1976-04-04
Can God Fill Teeth?,Lard,2022-07-16
Don't Let The Boogah Bug You Out!,Lard Dog & The Band From Shy,2018-04-28
